sgRNA	Gene	T0	T12_DMSO_rep1	T12_DMSO_rep2	T12_MYCi_rep1	T12_MYCi_rep2
Mvd_5	Mvd	579.5	89	47	38	76
Mettl21c_1	Mettl21c	641.5	607	397	518	333
Cwc27_3	Cwc27	1123.5	674	291	631	401
Polr2j_3	Polr2j	492	156	41	72	32
Ankzf1_5	Ankzf1	2144	2101	2798	2327	2623
Tfg_4	Tfg	1463	861	1617	1255	1516
Msantd4_5	Msantd4	495	268	331	536	354
Dnajc5g_1	Dnajc5g	1276.5	887	1165	1034	1176
Rbp7_4	Rbp7	515	429	295	405	269
Pate4_3	Pate4	1674	1624	3558	1398	3513
Zfp120_5	Zfp120	952	710	558	578	578
Kif5a_3	Kif5a	1882	1372	1479	1772	1735
4931440F15Rik_5	4931440F15Rik	945.5	967	880	988	724
Ccdc96_3	Ccdc96	373.5	398	688	433	610
Neo1_4	Neo1	1294.5	1185	976	1286	1216
Six6_2	Six6	646	642	522	662	282
Prpf31_3	Prpf31	722.5	260	52	256	59
Cd248_4	Cd248	817.5	584	447	705	341
Gxylt1_2	Gxylt1	984.5	587	694	802	528
Pla2g10_3	Pla2g10	1224.5	1088	1237	1033	920
Olfr1294_1	Olfr1294	907.5	661	807	476	747
Cbll1_5	Cbll1	937	338	198	393	329
Lta4h_5	Lta4h	1628.5	1460	1759	1622	1798
Cacna1f_1	Cacna1f	406	453	312	384	364
Lypd1_5	Lypd1	1304.5	1010	701	1018	766
Tex10_3	Tex10	214.5	72	2	80	2
Casp8ap2_5	Casp8ap2	656.5	381	635	508	507
Tmem213_4	Tmem213	1096	393	318	408	274
Rab8b_1	Rab8b	450.5	425	124	318	146
Tmem11_2	Tmem11	1194	631	796	513	913
Riok1_2	Riok1	1766	689	1492	562	1592
RP24-222O22.4_4	RP24-222O22.4	1382.5	1170	1299	1368	1445
Rfc4_3	Rfc4	388.5	243	103	314	250
Kctd4_3	Kctd4	543.5	463	278	465	304
2010107G23Rik_3	2010107G23Rik	387	469	564	460	502
Tdpoz3_2	Tdpoz3	219.5	113	11	104	8
1700123L14Rik_1	1700123L14Rik	1339	1340	634	1347	613
Olfr1451_1	Olfr1451	315.5	137	157	200	207
Ilf3_2	Ilf3	529.5	452	203	749	347
Fyn_1	Fyn	848.5	942	894	1052	1170
Adgrf3_4	Adgrf3	479.5	421	489	324	437
Cbln4_3	Cbln4	1140.5	730	1290	856	1923
Sstr1_2	Sstr1	1403.5	1033	903	946	1090
Dcun1d4_2	Dcun1d4	674	472	485	412	266
Enc1_5	Enc1	1247.5	1206	746	1052	816
Isl1_5	Isl1	1869	1622	1681	1889	1956
Atp6v0d1_4	Atp6v0d1	1509	982	635	884	752
Eif4g3_5	Eif4g3	1285.5	829	1308	1050	1226
Sez6_3	Sez6	1646	917	1611	1111	1180
Cep97_1	Cep97	300.5	90	137	111	127
2810417H13Rik_2	2810417H13Rik	1910	1478	2001	1400	2151
Bex4_3	Bex4	808.5	378	464	556	451
Gmeb1_1	Gmeb1	1261.5	1144	1014	1185	836
Dalrd3_3	Dalrd3	535.5	349	341	385	371
Catsperg1_4	Catsperg1	675	676	1090	829	1205
Abca15_1	Abca15	1493	1365	972	1368	1213
Olfr266_4	Olfr266	680.5	575	320	418	216
Usp18_5	Usp18	1319.5	1013	751	1151	824
Ccny_2	Ccny	840.5	693	1226	620	1087
Marc1_1	1-Mar	333.5	156	96	241	113
Bpifa6_3	Bpifa6	842.5	646	879	571	789
P2rx6_3	P2rx6	1291.5	966	813	1025	928
Tmem39b_2	Tmem39b	628.5	427	235	375	301
Abcd3_5	Abcd3	581	445	197	754	266
LacZ_154	LacZ	797	760	797	623	1044
Spink7_4	Spink7	751	601	507	608	468
Mtpap_2	Mtpap	1019	204	177	156	131
Fhl1_3	Fhl1	752	563	441	654	464
Nanos1_1	Nanos1	450	238	143	267	211
Lsm3_4	Lsm3	2016.5	134	6	127	3
Tmc6_1	Tmc6	1069.5	712	604	971	652
Bpifa2_4	Bpifa2	1901	1210	1686	1502	2015
Carkd_3	Carkd	487.5	560	517	463	610
Stard10_1	Stard10	629	430	328	513	836
Atp5b_3	Atp5b	1462	35	3	28	12
Sgsm2_3	Sgsm2	1174.5	540	575	814	858
Gbp5_4	Gbp5	508.5	428	234	447	174
Olfr267_2	Olfr267	1037	544	513	578	423
Myh2_2	Myh2	1696	1442	1932	1416	1662
Srsf3_1	Srsf3	1318	114	1	181	4
Etv1_1	Etv1	986	850	573	921	468
Tubb1_5	Tubb1	2385	2081	1912	2194	1769
Golm1_4	Golm1	927.5	605	579	629	438
Hspa4_4	Hspa4	524.5	351	549	373	427
Bnip3_4	Bnip3	1339.5	1408	1529	1442	1664
Ppp1r32_2	Ppp1r32	568	367	212	430	315
Arl16_2	Arl16	429	308	152	239	121
Ccdc81_5	Ccdc81	1624	1298	491	1281	509
Tomm40l_1	Tomm40l	810	646	950	598	1234
Ccnd2_5	Ccnd2	733	452	437	489	261
Trpm4_2	Trpm4	688.5	559	583	898	599
Csde1_4	Csde1	554.5	307	197	424	229
Syce3_3	Syce3	1247	1351	841	1180	863
Efhd2_3	Efhd2	827	589	407	700	217
Defb9_5	Defb9	907	776	772	833	995
Ppp6c_2	Ppp6c	316	37	149	123	385
Olfr1388_2	Olfr1388	859	668	998	570	1045
Trnp1_3	Trnp1	1473.5	1115	2061	1366	2037
Csta1_2	Csta1	424.5	319	342	285	443
Gmcl1_2	Gmcl1	465	218	139	304	138
Habp4_2	Habp4	630.5	460	682	583	1289
Wdr53_3	Wdr53	729	499	336	511	365
Usp49_4	Usp49	741	540	566	727	738
Gm609_1	Gm609	831.5	607	308	677	378
Tnfrsf18_2	Tnfrsf18	948	750	427	758	480
H2-Ob_5	H2-Ob	1183.5	953	839	1115	1029
Nudt22_2	Nudt22	1711	1545	1550	1604	1551
Hnrnph2_3	Hnrnph2	660	636	504	533	582
St6galnac2_4	St6galnac2	701.5	267	415	439	543
Fbxw11_4	Fbxw11	1626.5	784	599	847	660
D8Ertd738e_2	D8Ertd738e	464	198	355	359	440
Pigh_2	Pigh	1020	750	1100	768	1236
Pcdhga7_2	Pcdhga7	3575.5	2799	3048	2605	2864
Vmn2r94_4	Vmn2r94	627.5	441	544	631	421
Fblim1_3	Fblim1	1267	770	539	587	643
Spopl_3	Spopl	1013.5	723	537	724	807
Ssxa1_3	Ssxa1	1127	1152	791	1358	689
Slc22a17_4	Slc22a17	600.5	380	209	455	218
Tanc1_3	Tanc1	1691.5	1221	1563	1175	1493
Senp7_4	Senp7	957	573	1082	689	1103
Ccdc120_4	Ccdc120	536.5	498	708	575	963
Dusp10_2	Dusp10	1126	980	966	1126	1521
Prkx_4	Prkx	1572	1362	1351	1638	1647
Osbp2_3	Osbp2	1218	960	647	1077	845
A630073D07Rik_4	A630073D07Rik	1823.5	1641	2034	1630	2178
Akr1b3_4	Akr1b3	714.5	264	89	244	111
Pcnx_2	Pcnx	655	447	238	705	301
Ahi1_4	Ahi1	662.5	691	442	515	294
Slc25a27_5	Slc25a27	1028.5	832	1138	872	1313
Gm29666_1	Gm29666	699	657	645	584	484
Slc7a5_4	Slc7a5	723	518	363	756	299
C2cd4a_5	C2cd4a	773.5	725	654	659	704
Mt4_2	Mt4	792.5	719	1075	762	998
Ero1lb_5	Ero1lb	1346	950	1689	1108	2053
Nup43_1	Nup43	1115.5	51	12	59	10
Fabp9_3	Fabp9	1761.5	1692	2154	1682	1976
Rufy2_3	Rufy2	744.5	703	952	729	1291
Asprv1_1	Asprv1	389	342	501	344	612
Cacna1b_2	Cacna1b	783	608	320	621	458
Tnfrsf4_2	Tnfrsf4	997	812	431	843	445
Wfdc13_5	Wfdc13	1053.5	1027	671	1067	486
Vmac_5	Vmac	963.5	1051	1155	1143	1313
Lpl_4	Lpl	592.5	461	351	456	438
Creb3l4_2	Creb3l4	788.5	694	376	797	360
Usp24_1	Usp24	649	425	486	553	680
Lrrc1_2	Lrrc1	848.5	591	338	564	313
EGFP_5	EGFP	1750	1850	1786	1652	1916
Tmem247_3	Tmem247	577.5	572	384	509	539
Smad3_2	Smad3	668.5	616	1048	578	868
Olfr61_3	Olfr61	584.5	494	232	647	434
4930563D23Rik_1	4930563D23Rik	446	338	138	499	251
Wdr45b_3	Wdr45b	1275.5	948	796	1072	1183
Myl12a_4	Myl12a	1304.5	1416	1259	1254	1335
Zbtb17_1	Zbtb17	1057	379	214	513	90
Nmb_3	Nmb	588.5	466	396	444	491
Actr2_5	Actr2	691	147	204	184	247
Eml5_1	Eml5	1639.5	1823	2894	1668	2694
Ttll2_4	Ttll2	718	353	377	447	804
Arntl_4	Arntl	671.5	420	390	359	408
Ss18_4	Ss18	974.5	648	634	818	765
Aqr_5	Aqr	1230.5	120	177	203	267
Tulp1_3	Tulp1	1789	1989	1507	1594	1241
Srsf9_5	Srsf9	578.5	449	1004	494	1307
Olfr397_1	Olfr397	1400	1166	609	1272	807
Fam221b_4	Fam221b	1154	599	729	799	1008
Ak5_2	Ak5	679.5	412	544	547	707
Minos1_4	Minos1	1671	1546	1956	1566	1943
F2_3	F2	970.5	740	1559	809	1361
Slc6a18_1	Slc6a18	738.5	740	812	639	753
Tspan31_5	Tspan31	1976.5	984	1157	590	725
Tmem92_2	Tmem92	1711.5	1469	1159	1558	1437
Ttc3_3	Ttc3	1832.5	1421	954	1394	1278
Ube2d2b_2	Ube2d2b	1866.5	1942	2130	1565	2187
Chst9_5	Chst9	845	871	774	795	1187
Adgrf4_2	Adgrf4	1010	861	728	1151	814
Triobp_3	Triobp	1049.5	814	1194	744	1263
Cpeb2_3	Cpeb2	832.5	831	478	892	556
Vmn2r17_2	Vmn2r17	762.5	816	733	952	698
Tmem132c_4	Tmem132c	495	395	470	357	421
Gopc_5	Gopc	1231.5	1086	914	1104	954
Snx7_2	Snx7	868.5	700	817	839	771
Tas2r131_3	Tas2r131	1624.5	1752	1697	1828	1891
Uchl4_3	Uchl4	734.5	494	1100	494	954
Fam150b_1	Fam150b	831.5	545	319	811	233
Nufip2_4	Nufip2	1444.5	750	1071	821	1178
Olfr1170_1	Olfr1170	1261.5	1115	1268	1074	1040
Mesp1_5	Mesp1	832.5	885	682	699	438
Iffo2_5	Iffo2	680.5	519	695	547	466
Hdac8_5	Hdac8	1239.5	1530	1334	1288	1414
Emc10_4	Emc10	1165	760	507	825	575
Glra3_1	Glra3	2033.5	1611	1347	1944	1431
Taf7l_2	Taf7l	1137	818	739	931	706
Grm4_3	Grm4	584	461	742	557	989
Osgep_4	Osgep	848.5	584	248	571	224
Snta1_2	Snta1	198.5	107	285	121	192
Maea_4	Maea	660.5	583	416	583	339
Smad1_4	Smad1	1352.5	1093	1220	1191	1362
Olfr122_2	Olfr122	1733.5	1178	1693	1660	1734
Polr2c_4	Polr2c	565	147	199	224	88
Snx20_4	Snx20	1085	884	699	993	536
Git2_5	Git2	614.5	348	439	350	285
2300009A05Rik_5	2300009A05Rik	437	279	466	245	278
Gtf2i_4	Gtf2i	297	173	102	260	137
Olfr187_3	Olfr187	750.5	639	532	498	510
Kcnh2_4	Kcnh2	898.5	600	840	498	1003
Eln_4	Eln	762.5	638	469	594	488
Pdcd10_1	Pdcd10	778.5	599	536	594	341
Oxtr_2	Oxtr	723.5	486	297	360	334
Gm16286_3	Gm16286	852.5	427	632	596	580
Col10a1_5	Col10a1	396	396	146	290	198
Gulo_1	Gulo	1620	1379	1434	1292	1504
Tnfsf9_5	Tnfsf9	1015.5	883	1113	888	1856
Tmem150b_1	Tmem150b	635	596	901	466	1026
Fam169a_5	Fam169a	1146	909	1603	1053	1577
Kpna4_3	Kpna4	444	415	115	261	95
Papss1_5	Papss1	591	130	99	133	76
Prr12_5	Prr12	769.5	392	334	445	391
Hist1h4d_3	Hist1h4d	846	505	232	557	279
Top3b_2	Top3b	803.5	624	481	839	779
Fam111a_3	Fam111a	290	247	686	236	600
Zkscan8_2	Zkscan8	1071	779	815	751	875
Zc3h15_3	Zc3h15	2562	2185	3276	2487	3026
Gm13078_3	Gm13078	1276.5	1028	1601	1253	1634
Olfr1459_1	Olfr1459	835.5	654	472	708	798
Hras_4	Hras	908	631	637	741	653
Fat4_2	Fat4	897	713	440	585	484
Lrch2_4	Lrch2	481.5	480	372	496	633
Maea_1	Maea	681	542	712	675	644
Zfp442_1	Zfp442	1507	1764	984	1519	822
Crnkl1_4	Crnkl1	1006	75	1	43	1
Zc3h12d_2	Zc3h12d	1695	1810	732	1521	763
Mto1_3	Mto1	1479	930	838	583	503
Ap2a2_4	Ap2a2	1247	1194	1262	1009	1158
Olfr574_1	Olfr574	851.5	902	737	1232	731
Gsdmc_4	Gsdmc	740.5	627	448	685	520
Ncan_2	Ncan	2485.5	2265	1832	2464	1685
Mest_2	Mest	1645	734	622	913	965
Stab1_4	Stab1	853	524	638	515	424
Senp1_1	Senp1	853	555	395	499	446
Sec61a2_3	Sec61a2	1014.5	669	629	760	596
Ncaph2_3	Ncaph2	1687	779	689	909	814
Lrrc26_4	Lrrc26	566	544	202	567	193
P3h4_5	P3h4	1162	832	704	795	724
Arid3b_4	Arid3b	907.5	636	401	641	351
Ifi44_4	Ifi44	1499	1444	1840	1259	1722
Ndufs5_3	Ndufs5	1323.5	1231	1502	1158	1677
Hrk_2	Hrk	647.5	458	727	571	690
Acadsb_3	Acadsb	836	638	443	581	410
Gbp7_1	Gbp7	916.5	908	553	874	849
Vmn1r229_2	Vmn1r229	1223.5	1186	839	1067	776
Slc7a12_5	Slc7a12	1460.5	1096	964	1094	1262
Tmem185b_5	Tmem185b	563	278	274	398	498
Mri1_3	Mri1	857.5	670	841	582	1098
Gtpbp10_1	Gtpbp10	1668	1277	735	1497	606
Gle1_2	Gle1	885.5	563	757	632	760
Gdf11_5	Gdf11	732.5	612	1521	492	1297
Zc3hav1l_2	Zc3hav1l	986	405	335	351	219
E130309D14Rik_2	E130309D14Rik	862	431	485	600	595
Ubn2_4	Ubn2	787.5	476	172	459	173
Rhob_3	Rhob	323.5	262	76	282	133
Rbak_2	Rbak	1665	1098	1783	1275	1583
Ly6e_1	Ly6e	303	170	126	191	153
Tcf7l2_1	Tcf7l2	1607	1821	1172	1497	1156
Sumo3_5	Sumo3	1047	834	761	815	1066
Serpinb1c_4	Serpinb1c	1220	1206	798	1082	892
4930595M18Rik_4	4930595M18Rik	513.5	239	141	352	230
Slc24a3_1	Slc24a3	544	499	582	331	450
Cox6c_3	Cox6c	855	82	205	75	129
Wac_5	Wac	360	299	30	348	36
Haus1_5	Haus1	1019.5	405	217	424	386
Mrps22_2	Mrps22	760.5	193	64	152	67
Wdr89_3	Wdr89	1524.5	864	998	958	1140
Slc6a20a_1	Slc6a20a	933.5	753	503	888	723
Chsy1_4	Chsy1	1569	1481	1750	1452	1413
Zkscan1_5	Zkscan1	1743.5	1624	1498	1365	1476
Npm3_4	Npm3	1638	989	986	845	894
Dynlt3_2	Dynlt3	704	644	294	571	505
Olfr629_4	Olfr629	588	555	648	543	516
Yipf7_4	Yipf7	1335	877	1378	1173	1618
Lamtor5_2	Lamtor5	1706	545	360	596	468
Retnla_1	Retnla	2106.5	1398	2025	1653	2300
Bloc1s4_5	Bloc1s4	678	541	591	532	901
Ppp1r1b_5	Ppp1r1b	460	433	99	559	117
Apoc3_5	Apoc3	1730	1814	1727	1786	1505
Hsf4_5	Hsf4	839	631	579	671	735
Slu7_3	Slu7	1120.5	329	349	437	443
Ttc30a2_5	Ttc30a2	610.5	385	152	524	308
5430421N21Rik_2	5430421N21Rik	474.5	504	197	568	549
Npepl1_4	Npepl1	1777	1349	1145	1615	1641
Srcap_2	Srcap	708	225	312	231	194
Vimp_4	Vimp	2094	1450	719	1535	739
Clec3b_1	Clec3b	1958	1560	978	1631	875
1700012B07Rik_4	1700012B07Rik	999	718	757	890	797
Zscan18_2	Zscan18	555	266	274	410	341
Atxn7l2_3	Atxn7l2	1921	1867	2801	1832	2053
Tcf15_2	Tcf15	2100.5	1868	2280	1919	2618
Cnot8_4	Cnot8	1458	1335	1371	1420	1560
H2-T22_5	H2-T22	1449	1230	1492	1145	1311
Vstm5_5	Vstm5	1537.5	1366	1208	1380	1003
Ffar2_5	Ffar2	536.5	325	449	324	504
Cat_2	Cat	1363.5	891	932	1130	942
Dusp11_3	Dusp11	1672	932	1030	777	1048
Mroh1_2	Mroh1	649.5	563	581	612	752
Tusc5_3	Tusc5	2984.5	2260	2644	2671	2349
Wdr82_5	Wdr82	813.5	90	147	113	192
Dnaic1_2	Dnaic1	1466	1200	1400	1166	1801
Tbc1d1_5	Tbc1d1	861.5	608	871	791	1051
Hook1_1	Hook1	725.5	782	624	694	449
Olfr1305_3	Olfr1305	516.5	337	944	499	865
Ccnl2_4	Ccnl2	1019	642	617	602	490
Olfr1463_4	Olfr1463	1004.5	969	911	1037	748
Prl6a1_2	Prl6a1	1003.5	1064	1040	1081	1221
Olfr678_1	Olfr678	425.5	309	413	330	462
Mfn1_1	Mfn1	489.5	316	101	265	60
Cd44_3	Cd44	867.5	700	624	744	654
Cadm1_1	Cadm1	688.5	485	955	610	1039
Tmem47_5	Tmem47	623	514	226	508	254
Hspa8_2	Hspa8	978	187	29	229	29
Cd180_1	Cd180	543	482	354	663	429
Cdk11b_1	Cdk11b	195.5	118	23	105	34
Col4a6_1	Col4a6	682	519	225	585	304
Ptprz1_3	Ptprz1	982.5	1065	776	1070	838
Tnfrsf25_1	Tnfrsf25	1626.5	947	1178	1111	1259
Ammecr1_5	Ammecr1	517.5	565	234	612	304
Glp1r_3	Glp1r	637	489	538	583	482
Rpl10_4	Rpl10	981.5	171	292	185	296
Olfr2_2	Olfr2	1162	891	1157	1051	1028
Lsm1_4	Lsm1	603.5	511	1747	554	1712
Yeats4_3	Yeats4	1039.5	40	209	83	211
Setd1b_3	Setd1b	859	478	536	351	950
Apba1_4	Apba1	719	643	481	734	504
Aff4_5	Aff4	626.5	305	471	441	454
Acmsd_5	Acmsd	1442.5	1259	2616	1170	2407
Nmt2_5	Nmt2	1725.5	1258	996	1245	1126
Pus3_3	Pus3	721.5	307	60	204	72
Olfr259_2	Olfr259	1036.5	755	1516	803	1297
Slc15a3_2	Slc15a3	329	157	157	219	305
Ubac2_2	Ubac2	521	364	222	402	144
Dcaf6_3	Dcaf6	2089	1888	1613	1673	1566
Gnrhr_2	Gnrhr	1367	1028	970	932	902
Ppp3r2_4	Ppp3r2	1273	704	406	964	606
Ubiad1_4	Ubiad1	40.5	55	33	68	42
Clp1_2	Clp1	275.5	19	0	20	0
Nid2_4	Nid2	1572.5	1315	1773	1237	1480
Ndufs8_3	Ndufs8	651.5	203	64	125	33
Ube2c_1	Ube2c	635	398	376	379	242
Mycn_4	Mycn	1033.5	705	1112	880	1227
Aimp2_4	Aimp2	837.5	872	651	677	847
Prss57_3	Prss57	910	833	593	817	422
Gk5_2	Gk5	1201	847	1147	794	884
Fxyd6_5	Fxyd6	458	390	362	408	321
Mrps25_3	Mrps25	326.5	41	97	12	90
Gm5089_1	Gm5089	639	377	387	438	531
Adamts7_4	Adamts7	839.5	475	541	465	687
Gm4792_3	Gm4792	1479.5	1377	1009	1249	1068
Zswim1_1	Zswim1	640.5	475	287	598	513
Cep85l_4	Cep85l	2271.5	2315	2811	2172	3079
Clic5_1	Clic5	707	794	817	761	932
Srp72_2	Srp72	960.5	359	219	329	361
Med24_5	Med24	1174	983	1963	1454	3558
Rab1b_1	Rab1b	1834	1268	1072	1310	994
Gtf2e2_5	Gtf2e2	1585	1162	1477	1256	1208
Fra10ac1_4	Fra10ac1	448	293	360	268	373
Reps1_5	Reps1	131.5	80	66	83	44
4930544G11Rik_2	4930544G11Rik	747.5	585	581	591	782
Zbtb39_5	Zbtb39	634	565	704	448	745
Zfp605_3	Zfp605	914	759	465	748	755
Ddx10_5	Ddx10	515.5	63	5	13	3
Ormdl2_5	Ormdl2	373.5	334	144	326	137
Bahcc1_5	Bahcc1	405	393	215	285	205
Nkx2-4_2	Nkx2-4	1233	866	934	1280	1187
Fez1_3	Fez1	545.5	506	402	478	270
Tas2r106_2	Tas2r106	297.5	292	147	298	308
Trappc5_2	Trappc5	909.5	292	102	710	127
Nlrp4e_5	Nlrp4e	534.5	505	378	540	646
Copg1_5	Copg1	172.5	63	114	65	192
Ehd1_3	Ehd1	983	704	997	820	1385
Slco6d1_4	Slco6d1	643.5	476	888	366	659
Ptcd1_2	Ptcd1	599.5	203	76	148	26
Atf6_1	Atf6	375.5	439	150	469	188
Il31_5	Il31	697	677	868	633	807
Pax1_4	Pax1	1215	1088	1162	1102	1270
Tmem117_2	Tmem117	2026	1337	868	1285	1020
Nploc4_2	Nploc4	963.5	69	31	88	121
Sox5_2	Sox5	1474	1530	1501	1171	1510
Nenf_4	Nenf	238	182	295	198	304
Sult1e1_4	Sult1e1	1621.5	1273	978	1572	995
Vash2_2	Vash2	1493.5	988	1089	1107	971
7420461P10Rik_5	7420461P10Rik	551	579	394	686	675
Odf3_1	Odf3	3168	2650	3015	2475	3530
Meiob_3	Meiob	682.5	803	443	817	425
Madcam1_1	Madcam1	1413.5	957	849	1008	869
Zfp664_3	Zfp664	943	761	786	964	618
Sphk2_1	Sphk2	862	600	464	484	699
Mmp28_3	Mmp28	1747	1465	1407	1767	1742
Pomt1_2	Pomt1	1105.5	1174	852	1461	1173
Alox8_4	Alox8	464.5	421	285	364	142
Kcnk7_1	Kcnk7	886.5	769	495	997	442
Slc25a16_2	Slc25a16	918.5	1030	504	1187	646
Olfr59_1	Olfr59	425.5	318	569	329	673
Ociad1_5	Ociad1	2070	1185	1944	1017	1477
Myg1_3	Myg1	696.5	415	263	411	383
Cd209d_3	Cd209d	1779.5	1049	771	1283	988
Prpsap2_5	Prpsap2	737.5	470	431	469	414
Ncbp1_4	Ncbp1	604	28	0	39	0
Fut10_4	Fut10	384	296	301	318	233
Sirt2_4	Sirt2	1039.5	1095	1108	1020	1638
Xrcc5_1	Xrcc5	472.5	209	247	305	114
Bves_2	Bves	1917.5	1305	1010	1519	1292
Cmtm4_5	Cmtm4	888.5	725	1097	826	1020
Snap91_3	Snap91	1256	931	345	857	168
Esp6_2	Esp6	647.5	588	577	490	598
Pla2g4c_3	Pla2g4c	569	431	155	421	129
Auh_5	Auh	1827.5	1649	1719	1650	1796
Rap1gap_3	Rap1gap	632.5	507	405	710	295
Dhx16_5	Dhx16	2065.5	717	562	619	471
Cdkn3_4	Cdkn3	1076.5	1051	984	860	1035
Kdm4b_5	Kdm4b	1077.5	823	1139	858	1164
Ccdc60_1	Ccdc60	590.5	392	443	472	520
Bbs12_2	Bbs12	1202.5	1191	743	1093	953
Sec13_3	Sec13	1626.5	158	111	167	118
Zfp646_5	Zfp646	849.5	693	366	524	483
Gm362_1	Gm362	752.5	476	296	522	389
Hpx_2	Hpx	1824	1325	1302	1185	1674
Nek1_2	Nek1	750	507	843	433	807
Hira_3	Hira	1713	1604	2176	1611	2433
Tll2_5	Tll2	1397.5	1002	976	1139	967
Smo_3	Smo	1197.5	988	616	1025	427
1700020D05Rik_5	1700020D05Rik	641	389	89	462	115
Tmub1_2	Tmub1	897	655	1102	707	1396
Gatsl2_3	Gatsl2	704	620	378	466	255
Mier2_1	Mier2	2006.5	1258	1412	1545	1801
Add2_3	Add2	805.5	570	433	628	394
Herc4_2	Herc4	1002.5	1456	1253	1091	1443
Nsmce1_3	Nsmce1	623	69	19	96	22
Aga_4	Aga	1020.5	1083	1394	1291	1272
Tex10_4	Tex10	663.5	165	402	101	282
Gm19426_5	Gm19426	485	275	85	245	93
Evi5l_4	Evi5l	558.5	346	257	415	373
Pcdhgc5_3	Pcdhgc5	868	920	599	711	607
Wdr3_1	Wdr3	2147.5	395	570	471	655
Ubr1_1	Ubr1	612	397	323	307	338
Sap30l_5	Sap30l	380	306	297	400	505
Olfr821_4	Olfr821	694.5	561	275	438	458
Fam57b_5	Fam57b	361.5	270	200	218	267
Rgp1_2	Rgp1	2161.5	478	319	346	310
Gde1_3	Gde1	895.5	734	768	691	564
Rbp2_4	Rbp2	1560.5	1346	1533	1477	1421
Lamc1_5	Lamc1	1210	611	519	694	535
Ufc1_4	Ufc1	891.5	356	513	277	441
Atad2b_5	Atad2b	2064.5	1793	1488	1808	1307
Ampd3_2	Ampd3	1071	772	430	890	407
Bnc2_2	Bnc2	639.5	692	504	422	481
Lep_2	Lep	800	516	779	360	551
Paip1_4	Paip1	921.5	780	862	841	969
Sbk2_3	Sbk2	721	459	503	483	447
Cep104_2	Cep104	831.5	594	209	611	224
Chrna3_1	Chrna3	608	336	614	476	545
Zfp119b_2	Zfp119b	589.5	491	673	509	690
Nr2c1_3	Nr2c1	1849	1565	1077	1431	1208
Tomm7_3	Tomm7	1439.5	776	589	832	560
Olfr1233_3	Olfr1233	1086	922	1095	1354	1210
Arhgap35_3	Arhgap35	645	500	842	472	863
Ccrl2_5	Ccrl2	999.5	918	924	1288	843
Zfp354b_5	Zfp354b	860	875	627	792	656
Chmp2a_3	Chmp2a	308	103	106	272	116
Psmd11_1	Psmd11	308.5	66	3	145	95
Mprip_5	Mprip	2275.5	241	135	183	106
Ncs1_4	Ncs1	941	859	1223	972	964
Bpifb1_2	Bpifb1	1098	794	456	1076	481
Dennd5a_3	Dennd5a	1965	1430	948	1385	1370
Skint3_3	Skint3	510.5	536	559	432	466
Egln3_4	Egln3	898.5	790	775	890	857
Adamts10_2	Adamts10	217	249	273	335	392
Sfxn5_1	Sfxn5	1092	686	798	967	1037
Gys1_3	Gys1	732.5	425	275	524	447
Fubp1_2	Fubp1	340	303	378	270	785
P2ry1_2	P2ry1	1287	1217	2217	1126	3748
D2hgdh_2	D2hgdh	1364.5	629	760	806	453
Smim22_4	Smim22	1622	1398	1296	1609	1503
Mtmr10_2	Mtmr10	749.5	513	658	911	826
Fam186b_4	Fam186b	692	368	429	511	344
Tmem237_3	Tmem237	1299	948	838	931	910
Serpina9_2	Serpina9	728	429	117	588	174
Ampd1_5	Ampd1	1356	1395	1250	1293	1359
Rbm17_2	Rbm17	160	56	18	50	32
Olfr1340_5	Olfr1340	620.5	706	832	555	624
Rnpc3_5	Rnpc3	698.5	237	131	240	94
Bmp10_5	Bmp10	992.5	640	426	745	434
Trip13_3	Trip13	893.5	737	367	707	404
Dcbld1_2	Dcbld1	535.5	453	249	678	383
Mmp9_2	Mmp9	951	530	807	600	912
Olfr645_3	Olfr645	1030	911	622	1032	743
Trcg1_5	Trcg1	501.5	569	294	397	394
Slc12a2_3	Slc12a2	1280	1224	1981	1073	1418
Inhbe_2	Inhbe	1192.5	693	535	871	511
Ccdc126_3	Ccdc126	1158	921	766	1405	926
Tnfaip1_1	Tnfaip1	1066	931	772	1018	893
A530016L24Rik_3	A530016L24Rik	1584.5	1202	1642	1278	1336
Cbr4_2	Cbr4	704	629	1126	604	1480
Serpinb6c_2	Serpinb6c	995	659	641	852	602
Gmfb_3	Gmfb	752.5	992	513	1021	868
Defb1_2	Defb1	989.5	949	487	1006	707
Egln1_3	Egln1	527	82	256	130	355
Pak4_4	Pak4	1480	1224	1602	1210	1737
Lims1_4	Lims1	495	209	532	246	487
Peli3_4	Peli3	1377	895	718	1097	793
Kdm2a_5	Kdm2a	516.5	241	216	194	207
Smpd2_5	Smpd2	841.5	777	878	650	861
Tmprss4_2	Tmprss4	628.5	513	286	733	340
Wdr70_1	Wdr70	361	220	65	268	70
Btbd18_3	Btbd18	530.5	240	216	244	302
Pcdhb21_5	Pcdhb21	1149.5	907	1416	802	1370
Ctsq_3	Ctsq	1131.5	1054	727	1267	1084
Kcne1_5	Kcne1	802	730	1250	780	1121
BC048562_5	BC048562	909.5	808	698	569	590
Scn11a_4	Scn11a	687	556	725	519	682
Adgrf4_1	Adgrf4	855.5	553	300	735	431
Dstyk_3	Dstyk	864	470	551	596	466
